title,artist,album,isrc,upc,spotify_url,local_path,filename
Love Life BeatStars Instrumental,Excavationpro,Done,QZ-MHL-22-84053,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\Love Life BeatStars Instrumental QZMHL2284053.wav,Love Life BeatStars Instrumental QZMHL2284053.wav
Boss Shh Hit (Feat FeezMuzik),Excavationpro,Done,QZ-MHL-22-85755,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\31\Vocals\Done\Boss Shh Hit (Feat FeezMuzik) QZMHL2285755.wav,Boss Shh Hit (Feat FeezMuzik) QZMHL2285755.wav
Million Dolla Shh Hit,Excavationpro,Done,QZ-MHL-22-86763,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\31\Vocals\Done\Million Dolla Shh Hit QZMHL2286763.wav,Million Dolla Shh Hit QZMHL2286763.wav
Limiter Beyond Base (Mastered with Aurora at 100pct),Excavationpro,Done,QZ-MHL-22-89399,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\Limiter Beyond Base (Mastered with Aurora at 100pct) QZMHL2289399.wav,Limiter Beyond Base (Mastered with Aurora at 100pct) QZMHL2289399.wav
Never thought I'd Come Up Instrumental,Excavationpro,instrumental,QZ-MHL-22-92979,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\instrumental\Never thought I'd Come Up Instrumental QZMHL2292979.wav,Never thought I'd Come Up Instrumental QZMHL2292979.wav
Holla Remember Me,Excavationpro,Done,QZ-MHL-22-93074,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Holla Remember Me QZMHL2293074.wav,Holla Remember Me QZMHL2293074.wav
Dance Daddy Club Beat (Mastered with Clear Sky at 100pct),Excavationpro,instrumental,QZ-MHL-22-95937,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\instrumental\Dance Daddy Club Beat (Mastered with Clear Sky at 100pct) QZMHL2295937.mp3,Dance Daddy Club Beat (Mastered with Clear Sky at 100pct) QZMHL2295937.mp3
Heart Attack,Excavationpro,Done,QZ-MHL-23-07913,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\25\instrumental\Done\Heart Attack QZMHL2307913.wav,Heart Attack QZMHL2307913.wav
Struggle (Mastered with Thunder at 95pct),Excavationpro,Done,QZ-MHL-23-09520,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\26\Vocals\Done\Struggle (Mastered with Thunder at 95pct) QZMHL2309520.wav,Struggle (Mastered with Thunder at 95pct) QZMHL2309520.wav
Rap Shitt,Excavationpro,Done,QZ-MHL-23-11018,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\Instrumentals\Done\Rap Shitt QZMHL2311018.wav,Rap Shitt QZMHL2311018.wav
Hexed Open Verse Beat,Excavationpro,Done,QZ-MHL-23-15438,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Hexed Open Verse Beat QZMHL2315438.wav,Hexed Open Verse Beat QZMHL2315438.wav
Survived The Flip,Excavationpro,Done,QZ-MHL-23-24942,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\20\Done\Survived The Flip QZMHL2324942.wav,Survived The Flip QZMHL2324942.wav
Eternal Debts,Excavationpro,instrumentals,QZ-MHL-23-26133,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\22\instrumentals\Eternal Debts QZMHL2326133.wav,Eternal Debts QZMHL2326133.wav
Sweet Dreams,Excavationpro,instrumentals,QZ-MHL-23-29862,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\22\instrumentals\Sweet Dreams QZMHL2329862.wav,Sweet Dreams QZMHL2329862.wav
Hurt Quake Open Verse,Excavationpro,Done,QZ-MHL-23-33211,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Hurt Quake Open Verse QZMHL2333211.wav,Hurt Quake Open Verse QZMHL2333211.wav
Mind Meld Guitar Symphony,Excavationpro,Done,QZ-MHL-23-34274,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\28\instrumentals\Done\Mind Meld Guitar Symphony QZMHL2334274.wav,Mind Meld Guitar Symphony QZMHL2334274.wav
Warlock,Excavationpro,instrumentals,QZ-MHL-23-37528,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\19\instrumentals\Warlock QZMHL2337528.wav,Warlock QZMHL2337528.wav
Zig Zag,Excavationpro,Instrumentals,QZ-MHL-23-45515,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\27\Instrumentals\Zig Zag QZMHL2345515.wav,Zig Zag QZMHL2345515.wav
Witcher,Excavationpro,instrumentals,QZ-MHL-23-49843,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\22\instrumentals\Witcher QZMHL2349843.wav,Witcher QZMHL2349843.wav
Hip Full Clips 808 Freestyle,Excavationpro,Done,QZ-MHL-23-53513,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Hip Full Clips 808 Freestyle QZMHL2353513.wav,Hip Full Clips 808 Freestyle QZMHL2353513.wav
Ride The Pony Type Chick,Excavationpro,Done,QZ-MHL-23-59280,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Ride The Pony Type Chick QZMHL2359280.wav,Ride The Pony Type Chick QZMHL2359280.wav
Life is a Rollercoaster,Excavationpro,Done,QZ-MHL-23-66421,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\26\Vocals\Done\Life is a Rollercoaster QZMHL2366421.wav,Life is a Rollercoaster QZMHL2366421.wav
Solar Eclipse Instrumental,Excavationpro,Done,QZ-MHL-23-75670,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\Instrumentals\Done\Solar Eclipse Instrumental QZMHL2375670.wav,Solar Eclipse Instrumental QZMHL2375670.wav
Freak on Repeat,Excavationpro,Done,QZ-MHL-23-77339,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\Instrumentals\Done\Freak on Repeat QZMHL2377339.wav,Freak on Repeat QZMHL2377339.wav
Fight,Excavationpro,Done,QZ-MHL-23-86082,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\Fight QZMHL2386082.wav,Fight QZMHL2386082.wav
Disabled Army,Excavationpro,instrumental,QZ-MHL-23-87124,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\23\instrumental\Disabled Army QZMHL2387124.wav,Disabled Army QZMHL2387124.wav
Exited,Excavationpro,Done,QZ-MHL-23-89482,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\instrumental\Done\Exited QZMHL2389482.wav,Exited QZMHL2389482.wav
Forever,Excavationpro,Done,QZ-MHL-23-90755,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\26\instrumentals\Done\Forever QZMHL2390755.wav,Forever QZMHL2390755.wav
Super Nova,Excavationpro,Done,QZ-MHL-23-93254,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\25\instrumental\Done\Super Nova QZMHL2393254.wav,Super Nova QZMHL2393254.wav
Tidal Wave,Excavationpro,instrumentals,QZ-MHL-23-93734,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\19\instrumentals\Tidal Wave QZMHL2393734.wav,Tidal Wave QZMHL2393734.wav
Watched You Lose Me,Excavationpro,Done,QZ-MHL-23-94262,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\Instrumentals\Done\Watched You Lose Me QZMHL2394262.wav,Watched You Lose Me QZMHL2394262.wav
Deep Breath,Excavationpro,Done,QZ-MHL-23-98515,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\26\instrumentals\Done\Deep Breath QZMHL2398515.wav,Deep Breath QZMHL2398515.wav
Sky Ice,Excavationpro,Done,QZ-MHL-24-01583,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\New folder\Done\Sky Ice QZMHL2401583.wav,Sky Ice QZMHL2401583.wav
Always Be Mine Instrumental,Excavationpro,New folder,QZ-MHL-24-06415,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\14\New folder\New folder\Always Be Mine Instrumental QZMHL2406415.wav,Always Be Mine Instrumental QZMHL2406415.wav
Remember What I Say,Excavationpro,Done,QZ-MHL-24-13624,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\11\Done\Remember What I Say QZMHL2413624.wav,Remember What I Say QZMHL2413624.wav
Matrix ft Justin Helmer,Excavationpro,NEW,QZ-MHL-24-19432,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\NEW\Matrix ft Justin Helmer QZMHL2419432.wav,Matrix ft Justin Helmer QZMHL2419432.wav
Shockwave,Excavationpro,Done,QZ-MHL-24-20109,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\Done\Shockwave QZMHL2420109.wav,Shockwave QZMHL2420109.wav
Clappin Instrumental Beat (1),Excavationpro,New folder,QZ-MHL-24-22343,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\15\New folder\Clappin Instrumental Beat (1) QZMHL2422343.wav,Clappin Instrumental Beat (1) QZMHL2422343.wav
Isolation,Excavationpro,New folder,QZ-MHL-24-23328,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\11\New folder\Isolation QZMHL2423328.wav,Isolation QZMHL2423328.wav
Mine Craft,Excavationpro,Done,QZ-MHL-24-33599,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\12\New folder\Done\Mine Craft QZMHL2433599.wav,Mine Craft QZMHL2433599.wav
Chain Of Thought,Excavationpro,Done,QZ-MHL-24-38224,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\New folder\Done\Chain Of Thought QZMHL2438224.wav,Chain Of Thought QZMHL2438224.wav
Terror Nation,Excavationpro,Done,QZ-MHL-24-44439,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\New folder\Done\Terror Nation QZMHL2444439.wav,Terror Nation QZMHL2444439.wav
Country Driving,Excavationpro,New folder,QZ-MHL-24-45724,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\13\New folder\Country Driving QZMHL2445724.wav,Country Driving QZMHL2445724.wav
Ascended,Excavationpro,Done,QZ-MHL-24-57652,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\New folder\Done\Ascended QZMHL2457652.wav,Ascended QZMHL2457652.wav
Uhh Ohh Here We Go,Excavationpro,15,QZ-MHL-24-58335,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\15\Uhh Ohh Here We Go QZMHL2458335.wav,Uhh Ohh Here We Go QZMHL2458335.wav
Rizz,Excavationpro,Done,QZ-MHL-24-58418,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\Done\Rizz QZMHL2458418.wav,Rizz QZMHL2458418.wav
Clowning,Excavationpro,Done,QZ-MHL-24-68372,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\6\Done\Clowning  QZMHL2468372.wav,Clowning  QZMHL2468372.wav
Broken,Excavationpro,Done,QZ-MHL-24-68532,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\Done\Broken  QZMHL2468532.wav,Broken  QZMHL2468532.wav
Mirror,Excavationpro,Done,QZ-MHL-24-73409,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\6\Done\Mirror QZMHL2473409.wav,Mirror QZMHL2473409.wav
Dramatic,Excavationpro,Done,QZ-MHL-24-73877,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\Done\Dramatic QZMHL2473877.wav,Dramatic QZMHL2473877.wav
Sunshine feat Grafezzy,Excavationpro,Done,QZ-MHL-24-83909,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Sunshine feat Grafezzy QZMHL2483909.wav,Sunshine feat Grafezzy QZMHL2483909.wav
Fly Now Open Verse,Excavationpro,Done,QZ-MHL-24-85201,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\15\Done\Fly Now Open Verse QZMHL2485201.wav,Fly Now Open Verse QZMHL2485201.wav
Catchy  Instrumental,Excavationpro,New folder,QZ-MHL-24-89990,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\15\New folder\Catchy -Instrumental QZMHL2489990.wav,Catchy -Instrumental QZMHL2489990.wav
Dark,Excavationpro,Done,QZ-MHL-24-93691,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\Done\Dark  QZMHL2493691.wav,Dark  QZMHL2493691.wav
hd Firefly Nights,Excavationpro,Done,QZ-MHL-25-08273,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\2\Done\hd_Firefly Nights  QZMHL2508273.wav,hd_Firefly Nights  QZMHL2508273.wav
Expander,Excavationpro,Done,QZ-MHL-25-09083,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\4\Done\Expander QZMHL2509083.wav,Expander QZMHL2509083.wav
hd Club Gibberish feat Justin Helmer,Excavationpro,Done,QZ-MHL-25-11793,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\2\Done\hd_Club Gibberish feat Justin Helmer QZMHL2511793.wav,hd_Club Gibberish feat Justin Helmer QZMHL2511793.wav
Code Flow King,Excavationpro,Done,QZ-MHL-25-20790,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\3\Done\Code Flow King QZMHL2520790.wav,Code Flow King QZMHL2520790.wav
Cypher Lord,Excavationpro,Cypher Lord,QZ-MHL-25-32714,,,J:\ALL SOUND FILES\2026 NEW MUSIC\Music\Cypher Lord\Cypher Lord QZMHL2532714.wav,Cypher Lord QZMHL2532714.wav
Colliding Cypher,Excavationpro,Done,QZ-MHL-25-44315,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\3\Done\Colliding Cypher QZMHL2544315.wav,Colliding Cypher QZMHL2544315.wav
Decoys Extended,Excavationpro,Done,QZ-MHL-25-83904,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\3\Done\Decoys Extended QZMHL2583904.wav,Decoys Extended QZMHL2583904.wav
Alarming feat Justin Helmer,Excavationpro,4,QZ-MHL-25-93977,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\4\Alarming feat Justin Helmer QZMHL2593977.wav,Alarming feat Justin Helmer QZMHL2593977.wav
Fools Gold,Excavationpro,Done,QZ-MHM-22-06992,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\31\Vocals\Done\Fools Gold QZMHM2206992.wav,Fools Gold QZMHM2206992.wav
Zero Gravity,Excavationpro,instrumental,QZ-MHM-22-09331,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\instrumental\Zero Gravity QZMHM2209331.wav,Zero Gravity QZMHM2209331.wav
One Life One Chance,Excavationpro,Done,QZ-MHM-22-18173,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\One Life One Chance QZMHM2218173.wav,One Life One Chance QZMHM2218173.wav
mystic 133 chill vibe beat stars xpro 0 TK12014068,Excavationpro,Done,QZ-MHM-22-19978,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\mystic-133-chill-vibe-beat-stars-xpro-0_TK12014068 QZMHM2219978.wav,mystic-133-chill-vibe-beat-stars-xpro-0_TK12014068 QZMHM2219978.wav
Cold Cold Heart,Excavationpro,Done,QZ-MHM-22-20308,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\Vocals\Done\Cold Cold Heart QZMHM2220308.wav,Cold Cold Heart QZMHM2220308.wav
Midnight Madness,Excavationpro,Instrumentals,QZ-MHM-22-23936,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Midnight Madness QZMHM2223936.wav,Midnight Madness QZMHM2223936.wav
Ghosted,Excavationpro,Done,QZ-MHM-22-25302,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Ghosted QZMHM2225302.wav,Ghosted QZMHM2225302.wav
With you until the end Ft Ashesndreams Justin Helmer,Excavationpro,Done,QZ-MHM-22-30932,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\With you until the end Ft Ashesndreams Justin Helmer QZMHM2230932.wav,With you until the end Ft Ashesndreams Justin Helmer QZMHM2230932.wav
Last Sunrise Instrumental,Excavationpro,Instrumentals,QZ-MHM-22-33938,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Last Sunrise Instrumental QZMHM2233938.wav,Last Sunrise Instrumental QZMHM2233938.wav
"Boom in the Backroom Ft Justin Helmer, Voiceofanation (Mastered with Thunder at 100pct)",Excavationpro,Done,QZ-MHM-22-35601,,,"J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\Boom in the Backroom Ft Justin Helmer, Voiceofanation (Mastered with Thunder at 100pct) QZMHM2235601.wav","Boom in the Backroom Ft Justin Helmer, Voiceofanation (Mastered with Thunder at 100pct) QZMHM2235601.wav"
Feel it Uh huh,Excavationpro,instrumental,QZ-MHM-22-37045,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\instrumental\Feel it Uh huh QZMHM2237045.wav,Feel it Uh huh QZMHM2237045.wav
Died Inside For You,Excavationpro,Done,QZ-MHM-22-43928,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\33\Instrumentals\Done\Died Inside For You QZMHM2243928.wav,Died Inside For You QZMHM2243928.wav
MiXPRO Keyboard Warmup Beat,Excavationpro,Done,QZ-MHM-22-52163,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\Vocals\Done\MiXPRO Keyboard Warmup Beat QZMHM2252163.wav,MiXPRO Keyboard Warmup Beat QZMHM2252163.wav
Going Under,Excavationpro,Done,QZ-MHM-22-53753,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\Vocals\Done\Going Under QZMHM2253753.wav,Going Under QZMHM2253753.wav
Are You Ready VOCAL,Excavationpro,Done,QZ-MHM-22-63265,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\Are You Ready VOCAL QZMHM2263265.wav,Are You Ready VOCAL QZMHM2263265.wav
Mind Funk,Excavationpro,Done,QZ-MHM-22-64668,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Mind Funk QZMHM2264668.wav,Mind Funk QZMHM2264668.wav
Do You Wanna Hang Right Now (feat Blondjohn),Excavationpro,Done,QZ-MHM-22-66461,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\31\Vocals\Done\Do You Wanna Hang Right Now (feat Blondjohn) QZMHM2266461.wav,Do You Wanna Hang Right Now (feat Blondjohn) QZMHM2266461.wav
Twisted Rhyme,Excavationpro,Vocals,QZ-MHM-22-71119,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Twisted Rhyme QZMHM2271119.wav,Twisted Rhyme QZMHM2271119.wav
The Veil Ft. Piscean Heart MASTERED,Excavationpro,Vocals,QZ-MHM-22-73871,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\The Veil Ft. Piscean Heart MASTERED QZMHM2273871.wav,The Veil Ft. Piscean Heart MASTERED QZMHM2273871.wav
THC Instrumental Beat,Excavationpro,Done,QZ-MHM-22-76366,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\THC Instrumental Beat QZMHM2276366.wav,THC Instrumental Beat QZMHM2276366.wav
Butterflies BeatStars Instrumental,Excavationpro,Done,QZ-MHM-22-83682,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\Butterflies BeatStars Instrumental QZMHM2283682.wav,Butterflies BeatStars Instrumental QZMHM2283682.wav
Stormy Nights,Excavationpro,Done,QZ-MHM-22-83888,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Stormy Nights QZMHM2283888.wav,Stormy Nights QZMHM2283888.wav
3AM PARTY POPPIN (Mastered with Sunroof at 100pct),Excavationpro,Done,QZ-MHM-22-88160,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\3AM PARTY POPPIN (Mastered with Sunroof at 100pct) QZMHM2288160.wav,3AM PARTY POPPIN (Mastered with Sunroof at 100pct) QZMHM2288160.wav
Tonight,Excavationpro,Done,QZ-MHM-22-93650,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\33\Instrumentals\Done\Tonight QZMHM2293650.wav,Tonight QZMHM2293650.wav
Soul Gate (Mastered with Aurora at 100pct),Excavationpro,Done,QZ-MHM-22-97177,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\Soul Gate (Mastered with Aurora at 100pct) QZMHM2297177.wav,Soul Gate (Mastered with Aurora at 100pct) QZMHM2297177.wav
Ponder Reality,Excavationpro,instrumentals,QZ-MHM-23-04893,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\22\instrumentals\Ponder Reality QZMHM2304893.wav,Ponder Reality QZMHM2304893.wav
Street Heat,Excavationpro,Done,QZ-MHM-23-06757,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\instrumental\Done\Street Heat QZMHM2306757.wav,Street Heat QZMHM2306757.wav
Gossip Open Verse,Excavationpro,Done,QZ-MHM-23-07531,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\instrumental\Done\Gossip Open Verse QZMHM2307531.wav,Gossip Open Verse QZMHM2307531.wav
Escaped,Excavationpro,Done,QZ-MHM-23-12104,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\28\instrumentals\Done\Escaped QZMHM2312104.wav,Escaped QZMHM2312104.wav
Road Drip,Excavationpro,instrumentals,QZ-MHM-23-16464,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\22\instrumentals\Road Drip QZMHM2316464.wav,Road Drip QZMHM2316464.wav
